x,y,z,label
-6.111502000000001,-0.6818459999999986,0.45000000000000023,reconstructed_only
-6.111502000000001,-0.6818459999999986,0.5400000000000003,reconstructed_only
-6.111502000000001,-0.6818459999999986,0.6300000000000002,reconstructed_only
-6.111502000000001,-0.6818459999999986,0.7200000000000002,reconstructed_only
-6.111502000000001,-0.6818459999999986,0.8100000000000002,reconstructed_only
-6.111502000000001,-0.6818459999999986,0.9000000000000001,reconstructed_only
-6.111502000000001,-0.6818459999999986,0.9900000000000001,reconstructed_only
-6.111502000000001,-0.6818459999999986,1.0800000000000003,reconstructed_only
-6.111502000000001,-0.6818459999999986,1.1700000000000002,reconstructed_only
-6.111502000000001,-0.6818459999999986,1.2600000000000002,reconstructed_only
-6.111502000000001,-0.6818459999999986,1.3500000000000003,reconstructed_only
-6.111502000000001,-0.6818459999999986,1.4400000000000002,reconstructed_only
-6.111502000000001,-0.6818459999999987,1.53,reconstructed_only
-6.111502000000001,-0.6818459999999987,1.62,reconstructed_only
-6.111502000000001,-0.6818459999999987,1.71,reconstructed_only
-6.111502000000001,-0.6818459999999987,1.8,reconstructed_only
-6.111502000000001,-0.6818459999999987,1.89,reconstructed_only
-6.111502000000001,-0.6818459999999987,1.98,reconstructed_only
-6.111502000000001,-0.6818459999999987,2.07,reconstructed_only
-6.111502000000001,-0.6818459999999987,2.16,reconstructed_only
-6.111502000000001,-0.6818459999999987,2.25,reconstructed_only
-6.111502000000001,-0.6818459999999987,2.34,reconstructed_only
-6.111502000000001,-0.6818459999999987,2.43,reconstructed_only
-6.111502000000001,-0.6818459999999987,2.52,reconstructed_only
-6.111502000000001,-0.6818459999999987,2.61,reconstructed_only
-6.111502000000001,-0.6818459999999987,2.7,reconstructed_only
-6.111502000000001,-0.6818459999999987,2.79,reconstructed_only
-6.111502000000001,-0.6818459999999987,2.88,reconstructed_only
-6.111502000000001,-0.6818459999999987,2.97,reconstructed_only
-6.111502000000001,-0.6818459999999987,3.0599999999999996,reconstructed_only
-6.111502000000001,-0.6818459999999987,3.1499999999999995,reconstructed_only
-6.111502000000001,-0.6818459999999987,3.2399999999999998,reconstructed_only
-6.111502000000001,-0.6818459999999987,3.3299999999999996,reconstructed_only
-6.13494,-0.5851809999999985,0.45000000000000023,reconstructed_only
-6.13494,-0.5851809999999985,0.5400000000000003,reconstructed_only
-6.13494,-0.5851809999999985,0.6300000000000002,reconstructed_only
-6.13494,-0.5851809999999985,0.7200000000000002,reconstructed_only
-6.13494,-0.5851809999999985,0.8100000000000002,reconstructed_only
-6.13494,-0.5851809999999985,0.9000000000000001,reconstructed_only
-6.13494,-0.5851809999999985,0.9900000000000001,reconstructed_only
-6.13494,-0.5851809999999985,1.0800000000000003,reconstructed_only
-6.13494,-0.5851809999999985,1.1700000000000002,reconstructed_only
-6.13494,-0.5851809999999985,1.2600000000000002,reconstructed_only
-6.13494,-0.5851809999999985,1.3500000000000003,reconstructed_only
-6.13494,-0.5851809999999985,1.4400000000000002,reconstructed_only
-6.13494,-0.5851809999999986,1.53,reconstructed_only
-6.13494,-0.5851809999999986,1.62,reconstructed_only
-6.13494,-0.5851809999999986,1.71,reconstructed_only
-6.13494,-0.5851809999999986,1.8,reconstructed_only
-6.13494,-0.5851809999999986,1.89,reconstructed_only
-6.13494,-0.5851809999999986,1.98,reconstructed_only
-6.13494,-0.5851809999999986,2.07,reconstructed_only
-6.13494,-0.5851809999999986,2.16,reconstructed_only
-6.13494,-0.5851809999999986,2.25,reconstructed_only
-6.13494,-0.5851809999999986,2.34,reconstructed_only
-6.13494,-0.5851809999999986,2.43,reconstructed_only
-6.13494,-0.5851809999999986,2.52,reconstructed_only
-6.13494,-0.5851809999999986,2.61,reconstructed_only
