x,y,z,label
6.171056,-0.39088100000000126,-4.761658665629103e-16,pref_after_icp
6.171056,-0.39088100000000126,0.08999999999999955,pref_after_icp
6.171056,-0.39088100000000126,0.17999999999999955,pref_after_icp
6.171056,-0.39088100000000126,0.21999999999999956,pref_after_icp
6.171056,-0.39088100000000114,3.6000000000000005,pref_after_icp
6.171056,-0.39088100000000114,3.6900000000000004,pref_after_icp
6.171056,-0.39088100000000114,3.7500000000000004,pref_after_icp
6.183714,-0.2933610000000012,-4.775961505071899e-16,pref_after_icp
6.183714,-0.2933610000000012,0.08999999999999954,pref_after_icp
6.183714,-0.2933610000000012,0.17999999999999955,pref_after_icp
6.183714,-0.2933610000000012,0.24499999999999958,pref_after_icp
6.183714,-0.2933610000000012,0.3599999999999996,pref_after_icp
6.183714,-0.2933610000000012,0.4499999999999997,pref_after_icp
6.183714,-0.2933610000000012,0.5399999999999996,pref_after_icp
6.183714,-0.2933610000000012,0.6299999999999997,pref_after_icp
6.183714,-0.2933610000000012,0.7199999999999996,pref_after_icp
6.183714,-0.2933610000000012,0.8099999999999997,pref_after_icp
6.183714,-0.2933610000000012,0.8999999999999997,pref_after_icp
6.183714,-0.2933610000000012,0.9899999999999997,pref_after_icp
6.183714,-0.29336100000000115,1.0799999999999998,pref_after_icp
6.183714,-0.29336100000000115,1.1699999999999997,pref_after_icp
6.183714,-0.29336100000000115,1.2599999999999998,pref_after_icp
6.183714,-0.29336100000000115,1.3499999999999999,pref_after_icp
6.183714,-0.29336100000000115,1.4399999999999997,pref_after_icp
6.183714,-0.29336100000000115,1.5299999999999998,pref_after_icp
6.183714,-0.29336100000000115,1.6199999999999999,pref_after_icp
6.183714,-0.29336100000000115,1.7099999999999997,pref_after_icp
6.183714,-0.29336100000000115,1.8,pref_after_icp
6.183714,-0.29336100000000115,1.89,pref_after_icp
6.183714,-0.29336100000000115,1.98,pref_after_icp
6.183714,-0.29336100000000115,2.07,pref_after_icp
6.183714,-0.29336100000000115,2.16,pref_after_icp
6.183714,-0.29336100000000115,2.25,pref_after_icp
6.183714,-0.29336100000000115,2.34,pref_after_icp
6.183714,-0.29336100000000115,2.43,pref_after_icp
6.183714,-0.29336100000000115,2.52,pref_after_icp
6.183714,-0.29336100000000115,2.61,pref_after_icp
6.183714,-0.29336100000000115,2.7,pref_after_icp
6.183714,-0.29336100000000115,2.79,pref_after_icp
6.183714,-0.29336100000000115,2.88,pref_after_icp
6.183714,-0.29336100000000115,2.97,pref_after_icp
6.183714,-0.29336100000000115,3.06,pref_after_icp
6.183714,-0.2933610000000011,3.15,pref_after_icp
6.183714,-0.2933610000000011,3.24,pref_after_icp
6.183714,-0.2933610000000011,3.3300000000000005,pref_after_icp
6.183714,-0.2933610000000011,3.4200000000000004,pref_after_icp
6.183714,-0.2933610000000011,3.5100000000000002,pref_after_icp
6.183714,-0.2933610000000011,3.6000000000000005,pref_after_icp
6.183714,-0.2933610000000011,3.6900000000000004,pref_after_icp
6.183714,-0.2933610000000011,3.7500000000000004,pref_after_icp
6.19276,-0.1956690000000012,-4.790068714749708e-16,pref_after_icp
6.19276,-0.1956690000000012,0.08999999999999954,pref_after_icp
6.19276,-0.1956690000000012,0.17999999999999955,pref_after_icp
6.19276,-0.1956690000000012,0.24499999999999958,pref_after_icp
6.19276,-0.1956690000000012,0.3599999999999996,pref_after_icp
6.19276,-0.1956690000000012,0.4499999999999997,pref_after_icp
6.19276,-0.19566900000000118,0.5399999999999996,pref_after_icp
6.19276,-0.19566900000000118,0.6299999999999997,pref_after_icp
6.19276,-0.19566900000000118,0.7199999999999996,pref_after_icp
6.19276,-0.19566900000000118,0.8099999999999997,pref_after_icp
6.19276,-0.19566900000000118,0.8999999999999997,pref_after_icp
6.19276,-0.19566900000000118,0.9899999999999997,pref_after_icp
6.19276,-0.19566900000000118,1.0799999999999998,pref_after_icp
6.19276,-0.19566900000000118,1.1699999999999997,pref_after_icp
6.19276,-0.19566900000000118,1.2599999999999998,pref_after_icp
6.19276,-0.19566900000000118,1.3499999999999999,pref_after_icp
6.19276,-0.19566900000000118,1.4399999999999997,pref_after_icp
6.19276,-0.19566900000000118,1.5299999999999998,pref_after_icp
6.19276,-0.19566900000000115,1.6199999999999999,pref_after_icp
6.19276,-0.19566900000000115,1.7099999999999997,pref_after_icp
6.19276,-0.19566900000000115,1.8,pref_after_icp
6.19276,-0.19566900000000115,1.89,pref_after_icp
6.19276,-0.19566900000000115,1.98,pref_after_icp
6.19276,-0.19566900000000115,2.07,pref_after_icp
6.19276,-0.19566900000000115,2.16,pref_after_icp
6.19276,-0.19566900000000115,2.25,pref_after_icp
6.19276,-0.19566900000000115,2.34,pref_after_icp
6.19276,-0.19566900000000115,2.43,pref_after_icp
6.19276,-0.19566900000000115,2.52,pref_after_icp
6.19276,-0.19566900000000112,2.61,pref_after_icp
6.19276,-0.19566900000000112,2.7,pref_after_icp
6.19276,-0.19566900000000112,2.79,pref_after_icp
6.19276,-0.19566900000000112,2.88,pref_after_icp
6.19276,-0.19566900000000112,2.97,pref_after_icp
6.19276,-0.19566900000000112,3.06,pref_after_icp
6.19276,-0.19566900000000112,3.15,pref_after_icp
6.19276,-0.19566900000000112,3.24,pref_after_icp
6.19276,-0.19566900000000112,3.3300000000000005,pref_after_icp
6.19276,-0.19566900000000112,3.4200000000000004,pref_after_icp
6.19276,-0.19566900000000112,3.5100000000000002,pref_after_icp
6.19276,-0.1956690000000011,3.6000000000000005,pref_after_icp
6.19276,-0.1956690000000011,3.6900000000000004,pref_after_icp
6.19276,-0.1956690000000011,3.7500000000000004,pref_after_icp
6.19819,-0.09786300000000117,-4.803972002467463e-16,pref_after_icp
6.19819,-0.09786300000000117,0.08999999999999954,pref_after_icp
6.19819,-0.09786300000000117,0.17999999999999955,pref_after_icp
6.19819,-0.09786300000000117,0.24499999999999958,pref_after_icp
6.19819,-0.09786300000000116,0.3599999999999996,pref_after_icp
6.19819,-0.09786300000000112,1.8,pref_after_icp
